num,name,scheme,family,cls,corr,complexity,source,sorry,done,genuine,file
490,,relaxation,bfs,False,False,,,False,False,,
493,,bisection,binary-search,False,False,,,False,False,,
494,Target Sum,dp,dp-knapsack,True,True,O(n·sum),,False,True,True,lproofs/Lproofs/Problems/DP/P0494_TargetSum.lean
496,Next Greater Element I,fold,monotonic-stack,True,False,O(n),,False,False,False,lproofs/Lproofs/Problems/Fold/P0496_NextGreaterElement.lean
503,,fold,monotonic-stack,False,False,,,False,False,,
505,The Maze II,relaxation,dijkstra,True,True,O(mn log mn),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0505_MazeII.lean
509,Fibonacci Number,dp,dp-linear,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/DP/P0509_Fibonacci.lean
515,,relaxation,bfs,False,False,,,False,False,,
516,Longest Palindromic Subsequence,dp,dp-interval,True,True,O(n²),,False,True,True,lproofs/Lproofs/Problems/DP/P0516_LongestPalindromicSubseq.lean
518,,dp,dp-knapsack,False,False,,,False,False,,
523,,fold,prefix-sum,False,False,,,False,False,,
525,,fold,prefix-sum,False,False,,,False,False,,
526,,dp,backtracking,False,False,,,False,False,,
528,Random Pick with Weight,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P0528_RandomPickWeight.lean
529,,relaxation,dfs-flood,False,False,,,False,False,,
532,,fold,hashing,False,False,,,False,False,,
536,,dp,tree-construct,False,False,,,False,False,,
540,Single Element in a Sorted Array,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P0540_SingleElementSorted.lean
541,,fold,string-other,False,False,,,False,False,,
542,01 Matrix,relaxation,bfs,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0542_01Matrix.lean
543,Diameter of Binary Tree,dp,tree-aggregate,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/DP/P0543_DiameterOfBinaryTree.lean
545,Boundary of Binary Tree,dp,tree-traversal,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/DP/P0545_BoundaryOfTree.lean
547,Number of Provinces,relaxation,union-find,True,True,O(V^2),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0547_NumberOfProvinces.lean
549,Binary Tree Longest Consecutive Sequence II,dp,dp-tree,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P0549_LongestConsecutiveII.lean
560,Subarray Sum Equals K,fold,prefix-sum,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0560_SubarraySumK.lean
564,,fold,string-other,False,False,,,False,False,,
565,,relaxation,graph-other,False,False,,,False,False,,
567,Permutation in String,fold,sliding-window,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0567_PermutationInString.lean
611,Valid Triangle Number,fold,two-pointers,True,True,O(n²),,False,True,True,lproofs/Lproofs/Problems/Fold/P0611_ValidTriangle.lean
636,Exclusive Time of Functions,fold,pairing-stack,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0636_ExclusiveTime.lean
642,Design Search Autocomplete System,dp,trie,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P0642_SearchAutocomplete.lean
643,,fold,sliding-window,False,False,,,False,False,,
645,,fold,hashing,False,False,,,False,False,,
647,,fold,string-other,False,False,,,False,False,,
648,Replace Words,dp,trie,True,True,O(Σ,,False,True,True,lproofs/Lproofs/Problems/DP/P0648_ReplaceWords.lean
653,,dp,bst,False,False,,,False,False,,
657,,fold,string-other,False,False,,,False,False,,
658,Find K Closest Elements,bisection,binary-search,True,True,O(log n),,False,True,True,lproofs/Lproofs/Problems/Bisection/P0658_FindKClosest.lean
662,Maximum Width of Binary Tree,relaxation,bfs,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0662_MaximumWidthofBinaryTr.lean
673,,dp,dp-linear,False,False,,,False,False,,
679,,dp,backtracking,False,False,,,False,False,,
680,Valid Palindrome II,fold,two-pointers,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0680_ValidPalindromeII.lean
688,,dp,dp-grid,False,False,,,False,False,,
690,,relaxation,dfs-flood,False,False,,,False,False,,
695,,relaxation,dfs-flood,False,False,,,False,False,,
696,,fold,string-other,False,False,,,False,False,,
704,,bisection,binary-search,False,False,,,False,False,,
708,,fold,linked-list,False,False,,,False,False,,
713,Subarray Product Less Than K,fold,sliding-window,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0713_SubarrayProductLessThanK.lean
714,Best Time to Buy and Sell Stock with Transaction Fee,dp,dp-linear,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P0714_StockWithFee.lean
719,Find K-th Smallest Pair Distance,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P0719_KthSmallestPairDistance.lean
721,,relaxation,union-find,False,False,,,False,False,,
722,,fold,string-other,False,False,,,False,False,,
724,Find Pivot Index,fold,prefix-sum,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0724_FindPivotIndex.lean
733,Flood Fill,relaxation,dfs-flood,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0733_FloodFill.lean
735,Asteroid Collision,fold,pairing-stack,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0735_AsteroidCollision.lean
736,,fold,string-other,False,False,,,False,False,,
739,,fold,monotonic-stack,False,False,,,False,False,,
741,,dp,dp-grid,False,False,,,False,False,,
743,,relaxation,dijkstra,False,False,,,False,False,,
746,,dp,dp-linear,False,False,,,False,False,,
752,,relaxation,bfs,False,False,,,False,False,,
759,,fold,merge-intervals,False,False,,,False,False,,
773,,relaxation,bfs,False,False,,,False,False,,
777,,fold,two-pointers,False,False,,,False,False,,
778,Swim in Rising Water,relaxation,dijkstra,True,True,O(V log V),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0778_SwiminRisingWater.lean
785,Is Graph Bipartite?,relaxation,graph-other,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0785_IsGraphBipartite.lean
787,Cheapest Flights Within K Stops,relaxation,bellman-ford,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0787_CheapestFlights.lean
788,,dp,dp-digit,False,False,,,False,False,,
792,,bisection,binary-search,False,False,,,False,False,,
796,,fold,string-other,False,False,,,False,False,,
797,All Paths From Source to Target,relaxation,graph-other,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P0797_AllPathsSourceTarget.lean
799,Champagne Tower,dp,dp-grid,True,True,O(r²),,False,True,True,lproofs/Lproofs/Problems/DP/P0799_ChampagneTower.lean
802,,relaxation,topo-sort,False,False,,,False,False,,
815,Bus Routes,relaxation,bfs,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0815_BusRoutes.lean
820,,dp,trie,False,False,,,False,False,,
824,Goat Latin,fold,string-other,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0824_GoatLatin.lean
825,Friends Of Appropriate Ages,fold,hashing,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0825_FriendsAppropriateAges.lean
827,,relaxation,dfs-flood,False,False,,,False,False,,
833,Find And Replace in String,fold,string-other,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0833_FindReplaceString.lean
834,,dp,dp-tree,False,False,,,False,False,,
841,,relaxation,dfs-flood,False,False,,,False,False,,
843,,fold,string-other,False,False,,,False,False,,
844,,fold,two-pointers,False,False,,,False,False,,
852,Peak Index in a Mountain Array,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P0852_PeakIndex.lean
863,All Nodes Distance K in Binary Tree,relaxation,bfs,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0863_AllNodesDistanceKinBinar.lean
864,,relaxation,bfs,False,False,,,False,False,,
875,Koko Eating Bananas,bisection,binary-search,True,True,O(n log m),,False,True,True,lproofs/Lproofs/Problems/Bisection/P0875_KokoBananas.lean
876,,fold,fast-slow,False,False,,,False,False,,
889,Construct Binary Tree from Preorder and Postorder Traversal,dp,tree-construct,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P0889_ConstructBTfromPreandPost.lean
898,Bitwise ORs of Subarrays,dp,dp-linear,True,True,O(n·W),,False,True,True,lproofs/Lproofs/Problems/DP/P0898_BitwiseORsSubarrays.lean
901,Online Stock Span,fold,monotonic-stack,True,False,O(n) amortized,,False,False,False,lproofs/Lproofs/Problems/Fold/P0901_OnlineStockSpan.lean
904,,fold,sliding-window,False,False,,,False,False,,
907,Sum of Subarray Minimums,fold,monotonic-stack,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0907_SumSubarrayMinimums.lean
909,,relaxation,bfs,False,False,,,False,False,,
918,,dp,dp-linear,False,False,,,False,False,,
921,Minimum Add to Make Parentheses Valid,fold,pairing-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P0921_MinAddParensValid.lean
931,Minimum Falling Path Sum,dp,dp-grid,True,True,O(n²),,False,True,True,lproofs/Lproofs/Problems/DP/P0931_MinFallingPathSum.lean
934,Shortest Bridge,relaxation,bfs,True,True,O(mn),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0934_ShortestBridge.lean
938,,dp,bst,False,False,,,False,False,,
939,,fold,hashing,False,False,,,False,False,,
941,Valid Mountain Array,fold,two-pointers,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P0941_ValidMountainArray.lean
953,,fold,string-other,False,False,,,False,False,,
958,,relaxation,bfs,False,False,,,False,False,,
959,Regions Cut By Slashes,relaxation,union-find,True,True,O(n^2),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0959_RegionsBySlashes.lean
962,,fold,monotonic-stack,False,False,,,False,False,,
974,,fold,prefix-sum,False,False,,,False,False,,
977,,fold,two-pointers,False,False,,,False,False,,
983,Minimum Cost For Tickets,dp,dp-linear,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/DP/P0983_MinCostTickets.lean
986,,fold,merge-intervals,False,False,,,False,False,,
987,,relaxation,bfs,False,False,,,False,False,,
992,Subarrays with K Different Integers,fold,sliding-window,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P0992_SubarraysKDistinct.lean
994,Rotting Oranges,relaxation,bfs,True,True,O(mn),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P0994_RottingOranges.lean
996,,dp,backtracking,False,False,,,False,False,,
1004,Max Consecutive Ones III,fold,sliding-window,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P1004_MaxConsecutiveOnesIII.lean
1011,Capacity To Ship Packages Within D Days,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1011_ShipPackages.lean
1022,,dp,tree-aggregate,False,False,,,False,False,,
1039,,dp,dp-interval,False,False,,,False,False,,
1047,Remove All Adjacent Duplicates In String,fold,pairing-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1047_RemoveAdjacentDuplicates.lean
1060,Missing Element in Sorted Array,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1060_MissingElementSorted.lean
1064,Fixed Point,bisection,binary-search,True,True,O(log n),,False,True,True,lproofs/Lproofs/Problems/Bisection/P1064_FixedPoint.lean
1071,,fold,string-other,False,False,,,False,False,,
1087,,dp,backtracking,False,False,,,False,False,,
1091,Shortest Path in Binary Matrix,relaxation,bfs,True,True,O(n²),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1091_ShortestPathBinaryMatrix.lean
1092,,dp,dp-grid,False,False,,,False,False,,
1094,Car Pooling,fold,diff-array,True,True,O(n + maxPos),,False,True,True,lproofs/Lproofs/Problems/Fold/P1094_CarPooling.lean
1101,,relaxation,union-find,False,False,,,False,False,,
1109,,fold,diff-array,False,False,,,False,False,,
1110,,dp,tree-traversal,False,False,,,False,False,,
1136,,relaxation,topo-sort,False,False,,,False,False,,
1139,,dp,dp-grid,False,False,,,False,False,,
1143,,dp,dp-grid,False,False,,,False,False,,
1152,,fold,hashing,False,False,,,False,False,,
1166,Design File System,dp,trie,True,True,O(,,False,True,True,lproofs/Lproofs/Problems/DP/P1166_DesignFileSystem.lean
1169,,fold,hashing,False,False,,,False,False,,
1171,Remove Zero Sum Consecutive Nodes from Linked List,fold,linked-list,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1171_RemoveZeroSumSublists.lean
1192,,relaxation,graph-other,False,False,,,False,False,,
1197,,relaxation,bfs,False,False,,,False,False,,
1202,Smallest String With Swaps,relaxation,union-find,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1202_SmallestStringWithSwaps.lean
1207,,fold,hashing,False,False,,,False,False,,
1209,Remove All Adjacent Duplicates in String II,fold,pairing-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1209_RemoveAdjacentDuplicatesII.lean
1216,,dp,dp-interval,False,False,,,False,False,,
1235,Maximum Profit in Job Scheduling,dp,dp-interval,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P1235_MaxProfitJobScheduling.lean
1239,,dp,backtracking,False,False,,,False,False,,
1249,,fold,pairing-stack,False,False,,,False,False,,
1266,,fold,math-bit,False,False,,,False,False,,
1268,,dp,trie,False,False,,,False,False,,
1334,,relaxation,dijkstra,False,False,,,False,False,,
1335,,dp,dp-knapsack,False,False,,,False,False,,
1339,,dp,dp-tree,False,False,,,False,False,,
1340,,dp,dp-linear,False,False,,,False,False,,
1345,,relaxation,bfs,False,False,,,False,False,,
1347,Minimum Number of Steps to Make Two Strings Anagram,fold,hashing,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1347_MinStepsAnagram.lean
1356,,fold,math-bit,False,False,,,False,False,,
1365,,fold,prefix-sum,False,False,,,False,False,,
1368,Minimum Cost to Make at Least One Valid Path in a Grid,relaxation,dijkstra,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1368_MinCostValidPath.lean
1382,,dp,bst,False,False,,,False,False,,
1385,Find the Distance Value Between Two Arrays,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1385_DistanceValueBetweenTwoArrays.lean
1387,,fold,math-bit,False,False,,,False,False,,
1404,,fold,math-bit,False,False,,,False,False,,
1423,Maximum Points You Can Obtain from Cards,fold,sliding-window,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1423_MaxPointsCards.lean
1428,Leftmost Column with at Least a One,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1428_LeftmostColumnWithOne.lean
1438,Longest Continuous Subarray With Absolute Diff ≤ Limit,fold,sliding-window,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1438_LongestSubarrayLimit.lean
1443,Minimum Time to Collect All Apples in a Tree,dp,dp-tree,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P1443_CollectApples.lean
1462,Course Schedule IV,relaxation,topo-sort,True,True,O(V*E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1462_CourseScheduleIV.lean
1466,Reorder Routes to Make All Paths Lead to the City Zero,relaxation,graph-other,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1466_ReorderRoutestoMakeAll.lean
1475,,fold,monotonic-stack,False,False,,,False,False,,
1480,Running Sum of 1d Array,fold,prefix-sum,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P1480_RunningSum.lean
1482,Minimum Number of Days to Make m Bouquets,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1482_MinDaysBouquets.lean
1489,,relaxation,union-find,False,False,,,False,False,,
1492,The kth Factor of n,fold,math-bit,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P1492_KthFactorOfN.lean
1494,Parallel Courses II,dp,dp-bitmask,True,True,O(3^n),,False,True,True,lproofs/Lproofs/Problems/DP/P1494_ParallelCoursesII.lean
1519,,dp,dp-tree,False,False,,,False,False,,
1539,Kth Missing Positive Number,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1539_KthMissingPositive.lean
1552,,bisection,binary-search,False,False,,,False,False,,
1579,,relaxation,union-find,False,False,,,False,False,,
1583,,fold,hashing,False,False,,,False,False,,
1584,Min Cost to Connect All Points,relaxation,union-find,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1584_MinCostConnectPoints.lean
1614,Maximum Nesting Depth of the Parentheses,fold,pairing-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1614_MaxNestingDepth.lean
1627,,relaxation,union-find,False,False,,,False,False,,
1648,Sell Diminishing-Valued Colored Balls,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1648_SellDiminishingBalls.lean
1650,,dp,tree-traversal,False,False,,,False,False,,
1657,Determine if Two Strings Are Close,fold,hashing,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P1657_DetermineCloseStrings.lean
1673,Find the Most Competitive Subsequence,fold,monotonic-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1673_MostCompetitiveSubsequence.lean
1674,,fold,diff-array,False,False,,,False,False,,
1691,Maximum Height by Stacking Cuboids,dp,dp-linear,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P1691_MaxHeightStackingCuboids.lean
1719,Number Of Ways To Reconstruct A Tree,relaxation,graph-other,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1719_Reach.lean
1722,,relaxation,union-find,False,False,,,False,False,,
1752,,fold,two-pointers,False,False,,,False,False,,
1762,,fold,monotonic-stack,False,False,,,False,False,,
1768,Merge Strings Alternately,fold,string-other,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P1768_MergeAlternately.lean
1778,Shortest Path in a Hidden Grid,relaxation,bfs,True,True,O(mn),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1778_ShortestPathHiddenGrid.lean
1814,,fold,hashing,False,False,,,False,False,,
1818,Minimum Absolute Sum Difference,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P1818_MinAbsSumDiff.lean
1823,,fold,math-bit,False,False,,,False,False,,
1829,,fold,math-bit,False,False,,,False,False,,
1838,,fold,sliding-window,False,False,,,False,False,,
1848,,fold,two-pointers,False,False,,,False,False,,
1856,Maximum Subarray Min-Product,fold,monotonic-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P1856_MaxSubarrayMinProduct.lean
1868,,fold,two-pointers,False,False,,,False,False,,
1871,Jump Game VII,dp,dp-linear,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1871_JumpGameVII.lean
1888,,dp,dp-linear,False,False,,,False,False,,
1903,,fold,string-other,False,False,,,False,False,,
1915,,fold,hashing,False,False,,,False,False,,
1922,,fold,math-bit,False,False,,,False,False,,
1926,,relaxation,bfs,False,False,,,False,False,,
1931,,dp,dp-bitmask,False,False,,,False,False,,
1932,,dp,bst,False,False,,,False,False,,
1944,,fold,monotonic-stack,False,False,,,False,False,,
1961,,fold,string-other,False,False,,,False,False,,
1966,,bisection,binary-search,False,False,,,False,False,,
1967,,fold,string-other,False,False,,,False,False,,
1971,Find if Path Exists in Graph,relaxation,union-find,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P1971_FindPathExists.lean
2008,,dp,dp-linear,False,False,,,False,False,,
2009,,bisection,binary-search,False,False,,,False,False,,
2021,,fold,diff-array,False,False,,,False,False,,
2023,,fold,hashing,False,False,,,False,False,,
2050,Parallel Courses III,relaxation,topo-sort,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2050_ParallelCoursesIII.lean
2055,,fold,prefix-sum,False,False,,,False,False,,
2065,,dp,backtracking,False,False,,,False,False,,
2092,Find All People With Secret,relaxation,union-find,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2092_Reach.lean
2101,,relaxation,graph-other,False,False,,,False,False,,
2104,,fold,monotonic-stack,False,False,,,False,False,,
2115,,relaxation,topo-sort,False,False,,,False,False,,
2140,,dp,dp-linear,False,False,,,False,False,,
2149,,fold,two-pointers,False,False,,,False,False,,
2150,Find All Lonely Numbers in the Array,fold,hashing,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P2150_FindAllLonelyNumbers.lean
2187,Minimum Time to Complete Trips,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P2187_MinTimeToCompleteTrips.lean
2196,,dp,tree-construct,False,False,,,False,False,,
2214,Minimum Health to Beat Game,dp,dp-linear,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P2214_MinHealth.lean
2243,,fold,string-other,False,False,,,False,False,,
2246,,dp,dp-tree,False,False,,,False,False,,
2248,,fold,hashing,False,False,,,False,False,,
2251,,bisection,binary-search,False,False,,,False,False,,
2258,Escape the Spreading Fire,relaxation,bfs,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2258_EscapetheSpreadingFire.lean
2261,,fold,hashing,False,False,,,False,False,,
2265,,dp,dp-tree,False,False,,,False,False,,
2282,Number of People That Can Be Seen in a Grid,fold,monotonic-stack,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P2282_PeopleSeenInGrid.lean
2307,,relaxation,union-find,False,False,,,False,False,,
2333,,bisection,binary-search,False,False,,,False,False,,
2337,Move Pieces to Obtain a String,fold,two-pointers,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P2337_MovePieces.lean
2351,,fold,hashing,False,False,,,False,False,,
2385,Amount of Time for Binary Tree to Be Infected,relaxation,bfs,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2385_AmountofTimeforBinaryTre.lean
2389,,bisection,binary-search,False,False,,,False,False,,
2397,,dp,backtracking,False,False,,,False,False,,
2423,,fold,hashing,False,False,,,False,False,,
2435,,dp,dp-grid,False,False,,,False,False,,
2444,Count Subarrays With Fixed Bounds,fold,sliding-window,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P2444_CountSubarraysFixedBounds.lean
2467,,dp,dp-tree,False,False,,,False,False,,
2472,,dp,dp-interval,False,False,,,False,False,,
2477,,dp,dp-tree,False,False,,,False,False,,
2488,,fold,prefix-sum,False,False,,,False,False,,
2493,,relaxation,graph-other,False,False,,,False,False,,
2503,Maximum Number of Points From Grid Queries,relaxation,union-find,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2503_MaxPointsGridQueries.lean
2508,,relaxation,graph-other,False,False,,,False,False,,
2537,,fold,sliding-window,False,False,,,False,False,,
2540,,fold,two-pointers,False,False,,,False,False,,
2553,,fold,string-other,False,False,,,False,False,,
2555,,dp,dp-linear,False,False,,,False,False,,
2571,,fold,math-bit,False,False,,,False,False,,
2603,,relaxation,graph-other,False,False,,,False,False,,
2657,,fold,prefix-sum,False,False,,,False,False,,
2661,First Completely Painted Row or Column,fold,hashing,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P2661_FirstCompletelyPainted.lean
2768,,fold,hashing,False,False,,,False,False,,
2784,,fold,hashing,False,False,,,False,False,,
2791,,dp,dp-tree,False,False,,,False,False,,
2817,,fold,sliding-window,False,False,,,False,False,,
2828,,fold,string-other,False,False,,,False,False,,
2848,,fold,diff-array,False,False,,,False,False,,
2858,Minimum Edge Reversals for All Reachable,relaxation,graph-other,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P2858_Reach.lean
2861,Maximum Number of Alloys,bisection,binary-search,True,True,,,False,True,True,lproofs/Lproofs/Problems/Bisection/P2861_MaximumNumberOfAlloys.lean
2906,,fold,prefix-sum,False,False,,,False,False,,
2912,Number of Ways to Reach Destination in the Grid,dp,dp-grid,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P2912_NumberOfWaysGrid.lean
2948,,relaxation,union-find,False,False,,,False,False,,
2965,Find Missing and Repeated Values,fold,hashing,True,True,O(n²),,False,True,True,lproofs/Lproofs/Problems/Fold/P2965_FindMissingAndRepeated.lean
2970,,fold,two-pointers,False,False,,,False,False,,
2972,,fold,two-pointers,False,False,,,False,False,,
3043,Find the Length of the Longest Common Prefix,dp,trie,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P3043_LongestCommonPrefix.lean
3073,,fold,prefix-sum,False,False,,,False,False,,
3120,Count the Number of Special Characters I,fold,string-other,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P3120_CountSpecialCharacters.lean
3121,,fold,string-other,False,False,,,False,False,,
3129,Find All Possible Stable Binary Arrays I,dp,dp-linear,True,True,,,False,True,True,lproofs/Lproofs/Problems/DP/P3129_StableBinaryArrays.lean
3161,Block Placement Queries,bisection,binary-search,True,True,O(log n),,False,True,False,lproofs/Lproofs/Problems/Bisection/P3161_Bisect.lean
3163,,fold,string-other,False,False,,,False,False,,
3225,,dp,dp-grid,False,False,,,False,False,,
3300,,fold,math-bit,False,False,,,False,False,,
3341,,relaxation,dijkstra,False,False,,,False,False,,
3342,,relaxation,dijkstra,False,False,,,False,False,,
3355,,fold,diff-array,False,False,,,False,False,,
3356,,fold,diff-array,False,False,,,False,False,,
3371,Identify the Largest Outlier in an Array,fold,hashing,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P3371_LargestOutlier.lean
3387,Graph Reachability,relaxation,graph-other,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P3387_Reach.lean
3413,,fold,prefix-sum,False,False,,,False,False,,
3418,,dp,dp-grid,False,False,,,False,False,,
3419,,relaxation,dijkstra,False,False,,,False,False,,
3434,,fold,sliding-window,False,False,,,False,False,,
3453,Separate Squares I,bisection,binary-search,True,True,O(n log),,False,True,True,lproofs/Lproofs/Problems/Bisection/P3453_SeparateSquares.lean
3466,,dp,dp-grid,False,False,,,False,False,,
3481,,fold,string-other,False,False,,,False,False,,
3488,,fold,hashing,False,False,,,False,False,,
3522,,fold,string-other,False,False,,,False,False,,
3546,,fold,prefix-sum,False,False,,,False,False,,
3629,Minimum Jumps to Reach End via Prime Teleportation,relaxation,bfs,True,True,,,False,True,True,lproofs/Lproofs/Problems/Relaxation/P3629_PrimeTeleportation.lean
3637,Trionic Array I,fold,two-pointers,True,True,O(n),,False,True,True,lproofs/Lproofs/Problems/Fold/P3637_TrionicArray.lean
3652,,dp,dp-linear,False,False,,,False,False,,
3660,,dp,dp-linear,False,False,,,False,False,,
3741,Minimum Distance Between Three Equal Elements II,fold,hashing,True,True,,,False,True,True,lproofs/Lproofs/Problems/Fold/P3741_MinDistThreeEqual.lean
3742,,dp,dp-grid,False,False,,,False,False,,
3761,,fold,hashing,False,False,,,False,False,,
3872,,dp,dp-linear,False,False,,,False,False,,
3928,Minimum Cost to Buy Apples II,relaxation,dijkstra,True,True,O(V+E),,False,True,True,lproofs/Lproofs/Problems/Relaxation/P3928_MinimumCosttoBuyApples.lean
